symbol,side,entry_px,exit_px,qty,pnl,outcome,entry_ts,exit_ts
BTCUSDT,SELL,103619.73699,103893.69799,0.001,-0.274,SL,1749775185000,1749775350000
BTCUSDT,SELL,103943.10465,103778.72804999999,0.001,0.1644,TP,1749775365000,1749775590000
BTCUSDT,BUY,103917.3907,103643.42970000001,0.001,-0.274,SL,1749775710000,1749775950000
BTCUSDT,SELL,103629.636,103903.597,0.001,-0.274,SL,1749776010000,1749776235000
BTCUSDT,SELL,103816.41732000001,103652.04072,0.001,0.1644,TP,1749776250000,1749776430000
BTCUSDT,SELL,103339.76499000001,103175.38839000001,0.001,0.1644,TP,1749776505000,1749776670000
BTCUSDT,SELL,103374.26154,103209.88494,0.001,0.1644,TP,1749776715000,1749776730000
BTCUSDT,SELL,103339.665,103175.28839999999,0.001,0.1644,TP,1749776790000,1749776910000
BTCUSDT,SELL,102754.32354000001,103028.28454000001,0.001,-0.274,SL,1749777045000,1749777255000
BTCUSDT,SELL,102825.31644000001,103099.27744,0.001,-0.274,SL,1749777270000,1749777390000
BTCUSDT,SELL,103189.48002,103025.10342,0.001,0.1644,TP,1749777405000,1749778350000
BTCUSDT,SELL,103319.86697999999,103155.49037999999,0.001,0.1644,TP,1749778410000,1749778470000
BTCUSDT,SELL,103137.08525999999,102972.70865999999,0.001,0.1644,TP,1749778530000,1749778830000
BTCUSDT,SELL,103011.6978,103285.65879999999,0.001,-0.274,SL,1749778890000,1749779070000
BTCUSDT,BUY,103630.76204,103795.13864,0.001,0.1644,TP,1749779175000,1749779190000
BTCUSDT,BUY,103654.46441,103818.84101,0.001,0.1644,TP,1749779250000,1749781110000
BTCUSDT,BUY,103755.57452,103481.61352,0.001,-0.274,SL,1749781170000,1749782310000
BTCUSDT,BUY,103436.84265,103162.88165000001,0.001,-0.274,SL,1749782325000,1749782610000
BTCUSDT,SELL,103170.88188,103444.84288,0.001,-0.274,SL,1749782670000,1749782850000
BTCUSDT,SELL,103486.75029000001,103760.71129,0.001,-0.274,SL,1749782865000,1749783930000
BTCUSDT,BUY,103736.77264,103901.14924,0.001,0.1644,TP,1749783990000,1749784290000
BTCUSDT,BUY,104036.00256000001,104200.37916000001,0.001,0.1644,TP,1749784365000,1749784890000
BTCUSDT,BUY,104276.32659,104002.36559,0.001,-0.274,SL,1749784965000,1749785430000
BTCUSDT,BUY,104008.3998,104172.7764,0.001,0.1644,TP,1749785445000,1749785595000
BTCUSDT,BUY,104110.41,104274.7866,0.001,0.1644,TP,1749785730000,1749786870000
BTCUSDT,BUY,104365.73553,104530.11213000001,0.001,0.1644,TP,1749786930000,1749786990000
BTCUSDT,BUY,104364.63541999999,104090.67442,0.001,-0.274,SL,1749787050000,1749787350000
BTCUSDT,BUY,104103.50931000001,103829.54831000001,0.001,-0.274,SL,1749787365000,1749787650000
BTCUSDT,SELL,103879.31103,104153.27203,0.001,-0.274,SL,1749787695000,1749789150000
BTCUSDT,SELL,104144.08455,104418.04555,0.001,-0.274,SL,1749789165000,1749789870000
BTCUSDT,SELL,104428.25613,104263.87952999999,0.001,0.1644,TP,1749789885000,1749789990000
BTCUSDT,BUY,104256.02456,104420.40116000001,0.001,0.1644,TP,1749790005000,1749790350000
BTCUSDT,BUY,104410.44,104136.479,0.001,-0.274,SL,1749790410000,1749792990000
BTCUSDT,BUY,104143.31328999999,103869.35229,0.001,-0.274,SL,1749793005000,1749795930000
BTCUSDT,SELL,103919.50701,104193.46801,0.001,-0.274,SL,1749795990000,1749797370000
BTCUSDT,SELL,104175.18144,104449.14244,0.001,-0.274,SL,1749797385000,1749797610000
BTCUSDT,BUY,104404.33939,104568.71599,0.001,0.1644,TP,1749797670000,1749797910000
BTCUSDT,BUY,104566.65561999999,104731.03222,0.001,0.1644,TP,1749798030000,1749799770000
BTCUSDT,BUY,104710.47,104874.8466,0.001,0.1644,TP,1749799815000,1749801375000
BTCUSDT,BUY,104851.28408,105015.66068,0.001,0.1644,TP,1749801510000,1749802170000
BTCUSDT,BUY,105047.60371000001,105211.98031000001,0.001,0.1644,TP,1749802290000,1749802410000
BTCUSDT,BUY,105353.63431000001,105079.67331000001,0.001,-0.274,SL,1749802485000,1749802890000
BTCUSDT,BUY,105094.00835,104820.04735000001,0.001,-0.274,SL,1749802905000,1749804330000
BTCUSDT,BUY,104691.06806,104855.44466000001,0.001,0.1644,TP,1749804345000,1749804570000
BTCUSDT,SELL,104830.01595,104665.63935,0.001,0.1644,TP,1749804585000,1749804930000
BTCUSDT,SELL,104697.32922,104532.95262,0.001,0.1644,TP,1749804990000,1749806310000
BTCUSDT,SELL,104627.33622,104462.95962,0.001,0.1644,TP,1749806370000,1749806610000
BTCUSDT,SELL,104557.84317000001,104831.80417,0.001,-0.274,SL,1749806670000,1749808590000
BTCUSDT,SELL,104840.01495,104675.63835,0.001,0.1644,TP,1749808605000,1749808950000
BTCUSDT,SELL,104651.73378,104487.35717999999,0.001,0.1644,TP,1749808995000,1749809130000
BTCUSDT,SELL,104438.5551,104712.5161,0.001,-0.274,SL,1749809190000,1749809490000
BTCUSDT,SELL,104718.82707,104554.45047,0.001,0.1644,TP,1749809505000,1749810750000
BTCUSDT,SELL,104485.45040999999,104759.41140999999,0.001,-0.274,SL,1749810825000,1749811170000
BTCUSDT,SELL,104735.42541,104571.04881,0.001,0.1644,TP,1749811185000,1749811830000
BTCUSDT,BUY,104630.36198999999,104794.73859,0.001,0.1644,TP,1749811905000,1749812250000
BTCUSDT,BUY,104827.28168,104991.65828,0.001,0.1644,TP,1749812370000,1749812910000
BTCUSDT,BUY,104975.79653,104701.83553000001,0.001,-0.274,SL,1749812970000,1749813855000
BTCUSDT,BUY,104766.37559,104930.75219,0.001,0.1644,TP,1749813870000,1749815670000
BTCUSDT,BUY,104970.89603999999,105135.27264,0.001,0.1644,TP,1749815730000,1749816930000
BTCUSDT,BUY,105150.41399,104876.45299,0.001,-0.274,SL,1749816975000,1749818370000
BTCUSDT,BUY,104906.88964,104632.92864,0.001,-0.274,SL,1749818385000,1749821655000
BTCUSDT,BUY,104792.27818000001,104956.65478000001,0.001,0.1644,TP,1749821670000,1749821790000
BTCUSDT,BUY,104947.4937,105111.87030000001,0.001,0.1644,TP,1749821850000,1749821970000
BTCUSDT,BUY,105161.41509,104887.45409,0.001,-0.274,SL,1749822030000,1749822810000
BTCUSDT,BUY,104791.77813,104517.81713000001,0.001,-0.274,SL,1749822825000,1749823470000
BTCUSDT,SELL,104592.43970999999,104428.06310999999,0.001,0.1644,TP,1749823515000,1749823890000
BTCUSDT,SELL,104429.45601,104265.07940999999,0.001,0.1644,TP,1749823950000,1749824490000
BTCUSDT,SELL,104289.07005,104124.69344999999,0.001,0.1644,TP,1749824550000,1749824910000
BTCUSDT,SELL,104166.38232,104440.34332,0.001,-0.274,SL,1749824955000,1749825450000
BTCUSDT,SELL,104451.85377,104725.81477,0.001,-0.274,SL,1749825465000,1749826530000
BTCUSDT,SELL,104812.61769,105086.57869,0.001,-0.274,SL,1749826545000,1749827250000
BTCUSDT,BUY,105318.23077,105482.60737,0.001,0.1644,TP,1749827385000,1749828030000
BTCUSDT,BUY,105534.65241000001,105699.02901000001,0.001,0.1644,TP,1749828090000,1749828195000
BTCUSDT,BUY,105455.94454,105620.32114,0.001,0.1644,TP,1749828270000,1749828330000
BTCUSDT,BUY,105516.95064,105242.98964,0.001,-0.274,SL,1749828390000,1749830190000
BTCUSDT,BUY,105288.22777,105452.60437,0.001,0.1644,TP,1749830205000,1749830790000
BTCUSDT,BUY,105476.84663,105641.22323,0.001,0.1644,TP,1749830910000,1749831150000
BTCUSDT,BUY,105762.87523,105488.91423000001,0.001,-0.274,SL,1749831315000,1749832770000
BTCUSDT,BUY,105512.35018000001,105676.72678000001,0.001,0.1644,TP,1749832785000,1749833730000
BTCUSDT,BUY,105705.96953999999,105432.00854,0.001,-0.274,SL,1749833790000,1749834450000
BTCUSDT,SELL,105489.45,105325.0734,0.001,0.1644,TP,1749834510000,1749834930000
BTCUSDT,SELL,105244.4745,105080.0979,0.001,0.1644,TP,1749834975000,1749835635000
BTCUSDT,SELL,105135.98535,104971.60875,0.001,0.1644,TP,1749835830000,1749836250000
BTCUSDT,SELL,105173.28162000001,105008.90502,0.001,0.1644,TP,1749836310000,1749836730000
BTCUSDT,SELL,104967.10224000001,105241.06324,0.001,-0.274,SL,1749836805000,1749837390000
BTCUSDT,SELL,105274.17152999999,105109.79492999999,0.001,0.1644,TP,1749837405000,1749837870000
BTCUSDT,BUY,105169.11586,104895.15486000001,0.001,-0.274,SL,1749837945000,1749838590000
BTCUSDT,SELL,104922.20672999999,105196.16772999999,0.001,-0.274,SL,1749838650000,1749839055000
BTCUSDT,SELL,105112.58769,104948.21109,0.001,0.1644,TP,1749839070000,1749839250000
BTCUSDT,SELL,104930.20593,104765.82933,0.001,0.1644,TP,1749839310000,1749839550000
BTCUSDT,SELL,104776.42130999999,105050.38230999999,0.001,-0.274,SL,1749839670000,1749840435000
BTCUSDT,SELL,104899.90896,105173.86996,0.001,-0.274,SL,1749840450000,1749840915000
